Motif,Target,Constr,Result,Time (Sec.),N_Rival,Rivals
(.(*)((*)(*))..),(.(...)((...)(...))..),(?(...)?(...)(...)???),undesignable,0.0024,1,['(.(*).(*)(*)...)']
(((*)...)(*)..),(((...)...)(...)..),(?(...)????(...)??),undesignable,0.0025,1,['(.(*)....(*)..)']
(((....)...).),(((....)...).),(????????????),undesignable,0.9454,2,"['(............)', '(.(........).)']"
(...(..(*))),(...(..(...))),(??????(...)?),undesignable,0.0054,1,['(......(*).)']
(((*).(*).(*))..),(((...).(...).(...))..),(?(...)?(...)?(...)???),undesignable,0.0024,1,['(.(*).(*).(*)...)']
((...)...(*)..),((...)...(...)..),(????????(...)??),undesignable,1.1931,1,['(........(*)..)']
(..(((*))((*)))),(..(((...))((...)))),(????(...)??(...)??),undesignable,0.7251,1,['(...((*))((*)).)']
((...(....)).),((...(....)).),(????????????),undesignable,20.0507,5,"['(............)', '(...(((...))))', '(..(((....))))', '(.((((...)))))', '(...((....)).)']"
(((*))(....(*))),(((...))(....(...))),(?(...)??????(...)?),undesignable,0.0752,1,['(((*)).....(*).)']
(((*)((*))).(*)),(((...)((...))).(...)),(?(...)?(...)???(...)),undesignable,0.013,1,['(.(*).(*)...(*))']
((...)(.(*)..)),((...)(.(...)..)),(???????(...)???),undesignable,1.8148,1,['(.......(*)...)']
(.(*)((*)(*))(*)),(.(...)((...)(...))(...)),(?(...)?(...)(...)?(...)),undesignable,0.0037,1,['(.(*).(*)(*).(*))']
((*).(.(...)).),((...).(.(...)).),((...)??????????),undesignable,0.4774,1,['((*)..........)']
(.(...(...)).),(.(...(...)).),(????????????),undesignable,0.0706,1,['(............)']
((.(.(*))(*))(*)),((.(.(...))(...))(...)),(????(...)?(...)?(...)),undesignable,0.2851,1,['(....(*).(*).(*))']
(.(...).(*).),(.(...).(...).),(???????(...)?),undesignable,0.2882,1,['(.......(*).)']
(((....).(*))),(((....).(...))),(????????(...)?),undesignable,1.8338,1,['((.......(*)))']
((((*)).(*))(*)),((((...)).(...))(...)),(??(...)??(...)?(...)),undesignable,0.0717,1,['(..(*)..(*).(*))']
((*).((*)..(*))),((...).((...)..(...))),((...)??(...)??(...)?),undesignable,0.0024,1,['((*)..(*)..(*).)']
((...((*)))(*).),((...((...)))(...).),(?????(...)??(...)?),undesignable,0.0153,1,['(....((*)).(*).)']
((*)((*)(.(*)).)),((...)((...)(.(...)).)),((...)?(...)??(...)???),undesignable,0.285,1,['((*).(*)..(*)...)']
(((*)..)((*))(*)),(((...)..)((...))(...)),(?(...)????(...)?(...)),undesignable,0.7656,1,['(.(*)...((*))(*))']
(((..(*))..).),(((..(...))..).),(????(...)?????),undesignable,0.0078,1,['(....(*).....)']
(..(*)(*)(..(*))),(..(...)(...)(..(...))),(??(...)(...)???(...)?),undesignable,0.0025,1,['(..(*)(*)...(*).)']
(.(((*))....)),(.(((...))....)),(???(...)??????),undesignable,0.1411,8,"['(...(*)......)', '(.(((*)....)))', '(((((*)))...))', '(((((*))...)))', '(.(((*))...).)', '(..((*)).....)', '(((((*))))...)', '((.((*))....))']"
(....(....(*))),(....(....(...))),(?????????(...)?),undesignable,0.0027,1,['(.........(*).)']
(.(..(*))..),(.(..(...))..),(????(...)???),undesignable,0.0187,1,['(....(*)...)']
((*)(*)(...)),((...)(...)(...)),((...)(...)?????),undesignable,0.0057,1,['((*)(*).....)']
((..(..(*)))(*)),((..(..(...)))(...)),(??????(...)??(...)),undesignable,0.0114,1,['(......(*)..(*))']
(.(.(...)).),(.(.(...)).),(??????????),undesignable,0.1008,1,['(.(......).)']
(((*)..(*)).(*)),(((...)..(...)).(...)),(?(...)??(...)??(...)),undesignable,0.0024,1,['(.(*)..(*)..(*))']
((*).((*)...)),((...).((...)...)),((...)??(...)????),undesignable,0.0016,1,['((*)..(*)....)']
(.(..(.(*)))..),(.(..(.(...)))..),(??????(...)????),undesignable,0.1126,1,['(......(*)....)']
((*)(..(...)).),((...)(..(...)).),((...)??????????),undesignable,0.1197,1,['((*)..........)']
((*).(*)(..(*)).),((...).(...)(..(...)).),((...)?(...)???(...)??),undesignable,0.0017,1,['((*).(*)...(*)..)']
(((.(*)).)...),(((.(...)).)...),(???(...)??????),undesignable,1.2375,10,"['(...(*)......)', '((.((*)).)...)', '((..(*)..)...)', '(((((*)).)..))', '(((((*).))..))', '((..(*).....))', '(.(((*)).)...)', '((.((*))....))', '(.(((*).))...)', '(((.(*)))....)']"
((..((*)))..),((..((...)))..),(????(...)????),undesignable,0.0073,1,['(...((*))...)']
((...(...)..)),((...(...)..)),(????????????),undesignable,2.5014,1,['((..........))']
(.(((*))...)(*)),(.(((...))...)(...)),(???(...)?????(...)),undesignable,0.0124,1,['(..((*))....(*))']
((....)(...).),((....)(...).),(????????????),undesignable,4.6696,1,['(............)']
(...((*)((*)))),(...((...)((...)))),(????(...)?(...)??),undesignable,0.0641,1,['(....(*)((*)).)']
(...((*).(*).)),(...((...).(...).)),(????(...)?(...)??),undesignable,0.0016,1,['(....(*).(*)..)']
((.((*).(*)))..),((.((...).(...)))..),(???(...)?(...)????),undesignable,0.012,1,['(...(*).(*)....)']
((...)..(.(*))),((...)..(.(...))),(?????????(...)?),undesignable,1.8672,1,['(.........(*).)']
(..((*)(*)((*)))),(..((...)(...)((...)))),(???(...)(...)?(...)??),undesignable,0.7329,1,['(...(*)(*)((*)).)']
(..((*)...(*))),(..((...)...(...))),(???(...)???(...)?),undesignable,0.0025,1,['(...(*)...(*).)']
(.((*).((*)..))),(.((...).((...)..))),(??(...)??(...)????),undesignable,0.1788,1,['(..(*)..(*)....)']
(.((*)..)....),(.((...)..)....),(??(...)???????),undesignable,0.0185,1,['(..(*).......)']
(.(...)(*)),(.(...)(...)),(??????(...)),undesignable,0.0189,1,['(......(*))']
(((*)(*)..)..(*)),(((...)(...)..)..(...)),(?(...)(...)?????(...)),undesignable,0.0018,1,['(.(*)(*).....(*))']
(((...)(*))...),(((...)(...))...),(??????(...)????),undesignable,0.1169,1,['(......(*)....)']
(.((*)..).(*)),(.((...)..).(...)),(??(...)????(...)),undesignable,0.0012,1,['(..(*)....(*))']
(((*)..).(*)..),(((...)..).(...)..),(?(...)????(...)??),undesignable,0.0016,1,['(.(*)....(*)..)']
((....)(*)..(*)),((....)(...)..(...)),(??????(...)??(...)),undesignable,0.0209,1,['(......(*)..(*))']
((..(..(*))).),((..(..(...))).),(??????(...)???),undesignable,0.0075,1,['(......(*)...)']
((*)(*)((*).(*))),((...)(...)((...).(...))),((...)(...)?(...)?(...)?),undesignable,0.0038,1,['((*)(*).(*).(*).)']
(((..(*))(*))..),(((..(...))(...))..),(????(...)?(...)???),undesignable,0.0469,1,['(....(*).(*)...)']
(...(..(*).(*))),(...(..(...).(...))),(??????(...)?(...)?),undesignable,0.0016,1,['(......(*).(*).)']
(..((*)(*)(*))(*)),(..((...)(...)(...))(...)),(???(...)(...)(...)?(...)),undesignable,0.0027,1,['(...(*)(*)(*).(*))']
((..(...)...)),((..(...)...)),(????????????),undesignable,6.0048,1,['((..........))']
((...).((*).).),((...).((...).).),(???????(...)???),undesignable,1.8695,1,['(.......(*)...)']
(..((*)(.(*)).)),(..((...)(.(...)).)),(???(...)??(...)???),undesignable,0.1834,1,['(...(*)..(*)...)']
(.(.(((*))..))),(.(.(((...))..))),(?????(...)?????),undesignable,0.0952,1,['(....((*))....)']
(..(*)((*)(*))),(..(...)((...)(...))),(??(...)?(...)(...)?),undesignable,0.0036,1,['(..(*).(*)(*).)']
((.(*)(*))...(*)),((.(...)(...))...(...)),(??(...)(...)????(...)),undesignable,0.0019,1,['(..(*)(*)....(*))']
(.((*).)((*).).),(.((...).)((...).).),(??(...)???(...)???),undesignable,2.9401,17,"['(..(*)...(*)...)', '((((*).)((*).)))', '(.((*)).((*).).)', '(.((*).)((*))..)', '(.((*).).(*)...)', '(..(*)..((*).).)', '((((*)))((*).).)', '((.(*).)((*).).)', '((((*)).((*).)))', '((((*).))(*)...)', '((((*).).(*)..))', '(.((*))(((*).)))', '(..(*).(((*).)))', '(.((*)).((*))..)', '(.((*))..(*)...)', '(..(*)((.(*))).)', '(..(*).(((*))).)']"
((.((*).))(*)..),((.((...).))(...)..),(???(...)???(...)??),undesignable,0.0144,1,['(...(*)...(*)..)']
(....(.(*)(*).)),(....(.(...)(...).)),(??????(...)(...)??),undesignable,0.0014,1,['(......(*)(*)..)']
((.(*).((*)..))),((.(...).((...)..))),(??(...)??(...)????),undesignable,0.2799,1,['((.(*)..(*)...))']
((..(*)((*)(*)))),((..(...)((...)(...)))),(???(...)?(...)(...)??),undesignable,0.0729,1,['(...(*).(*)(*)..)']
(((..(*))(*)).),(((..(...))(...)).),(????(...)?(...)??),undesignable,0.0451,1,['(....(*).(*)..)']
(((*)(..((*))))),(((...)(..((...))))),(?(...)????(...)???),undesignable,0.6326,1,['(((*)...((*)).))']
((...((*)..).)),((...((...)..).)),(?????(...)?????),undesignable,0.6671,1,['((....(*)....))']
(((*)..(*)..)(*)),(((...)..(...)..)(...)),(?(...)??(...)???(...)),undesignable,0.0022,1,['(.(*)..(*)...(*))']
((*)(..(*)(*))),((...)(..(...)(...))),((...)???(...)(...)?),undesignable,0.0025,1,['((*)...(*)(*).)']
((..(.(*)))(*)),((..(.(...)))(...)),(?????(...)??(...)),undesignable,0.0115,1,['(.....(*)..(*))']
(((.(...)).)),(((.(...)).)),(???????????),undesignable,0.2488,1,['(((......).))']
((*)((.(...)))),((...)((.(...)))),((...)??????????),undesignable,0.1938,1,['((*)((......)))']
(.((..(*))..)),(.((..(...))..)),(?????(...)????),undesignable,0.0078,1,['(.....(*)....)']
(.(...).(...)),(.(...).(...)),(????????????),undesignable,4.6103,1,['(............)']
(((*)(*).)..(*).),(((...)(...).)..(...).),(?(...)(...)????(...)?),undesignable,0.0018,1,['(.(*)(*)....(*).)']
(....(((*).).)),(....(((...).).)),(??????(...)????),undesignable,0.0076,1,['(......(*)....)']
((*)..(...(*)).),((...)..(...(...)).),((...)??????(...)??),undesignable,0.0012,1,['((*)......(*)..)']
(.(.(*)((*)..))),(.(.(...)((...)..))),(???(...)?(...)????),undesignable,0.1804,1,['(...(*).(*)....)']
(.(*)(.(.(*))).),(.(...)(.(.(...))).),(?(...)????(...)???),undesignable,0.0824,2,"['(.(*)....(*)...)', '(.(*)..(.(*).).)']"
(.(*)((*)....)),(.(...)((...)....)),(?(...)?(...)?????),undesignable,0.0024,1,['(.(*).(*).....)']
(((*)..).(*).),(((...)..).(...).),(?(...)????(...)?),undesignable,0.0016,1,['(.(*)....(*).)']
(.(*)((.(*)).)),(.(...)((.(...)).)),(?(...)???(...)???),undesignable,0.1797,4,"['(.(*)...(*)...)', '(.(*)(..(*)..))', '(.(*).(((*).)))', '(.(*)((.(*).)))']"
((*)(..((*)))),((...)(..((...)))),((...)????(...)??),undesignable,0.0199,1,['((*)...((*)).)']
((.((*)...))(*)),((.((...)...))(...)),(???(...)?????(...)),undesignable,0.012,1,['(...(*).....(*))']
((((*).)..)(*).),((((...).)..)(...).),(??(...)?????(...)?),undesignable,0.0118,1,['(..(*).....(*).)']
(((...)(*).)),(((...)(...).)),(??????(...)??),undesignable,0.3404,1,['((.....(*).))']
(...(.(..(*)))),(...(.(..(...)))),(????????(...)??),undesignable,0.0075,1,['(........(*)..)']
((*)(((*))(*)..)),((...)(((...))(...)..)),((...)??(...)?(...)???),undesignable,0.0702,1,['((*)..(*).(*)...)']
((*).((*)((*))).),((...).((...)((...))).),((...)??(...)?(...)???),undesignable,0.0082,1,['((*)..(*).(*)...)']
((*)..(..(*)).),((...)..(..(...)).),((...)?????(...)??),undesignable,0.0012,1,['((*).....(*)..)']
(((*)((*)..)).),(((...)((...)..)).),(?(...)?(...)?????),undesignable,0.0457,1,['(.(*).(*).....)']
(.(.(*))(...)),(.(.(...))(...)),(???(...)??????),undesignable,0.4533,1,['(...(*)......)']
(.(..(*)(...))),(.(..(...)(...))),(????(...)??????),undesignable,1.842,1,['(....(*)......)']
((...)((*)(*).)),((...)((...)(...).)),(??????(...)(...)??),undesignable,0.1195,1,['(......(*)(*)..)']
((*)..(((*))(*))),((...)..(((...))(...))),((...)????(...)?(...)?),undesignable,0.013,1,['((*)....(*).(*).)']
(.(.....)(*)(*)),(.(.....)(...)(...)),(????????(...)(...)),undesignable,0.0013,1,['(........(*)(*))']
(..(*)(.(*)(*).)),(..(...)(.(...)(...).)),(??(...)??(...)(...)??),undesignable,0.0017,1,['(..(*)..(*)(*)..)']
(.(..(....)).),(.(..(....)).),(????????????),undesignable,0.3588,1,['(.(........).)']
(..(..(*))(*)..),(..(..(...))(...)..),(?????(...)?(...)??),undesignable,0.0016,1,['(.....(*).(*)..)']
((.(.(*)))(*)),((.(.(...)))(...)),(????(...)??(...)),undesignable,0.1256,2,"['(....(*)..(*))', '(..(.(*).)(*))']"
(((.(...))(*))),(((.(...))(...))),(?????????(...)?),undesignable,0.3303,1,['((........(*)))']
(.(.(..(*))..)),(.(.(..(...))..)),(??????(...)????),undesignable,0.4557,1,['(......(*)....)']
(((*)).((*)(*).)),(((...)).((...)(...).)),(?(...)???(...)(...)??),undesignable,0.0476,1,['(.(*)...(*)(*)..)']
((.((*)(*))...)),((.((...)(...))...)),(???(...)(...)?????),undesignable,1.019,1,['((..(*)(*)....))']
((((*))(...)).),((((...))(...)).),(??(...)????????),undesignable,1.1269,1,['((((*)).....).)']
(((*))((*)..)..),(((...))((...)..)..),(?(...)??(...)?????),undesignable,0.3823,1,['(((*)).(*).....)']
(..((((*)))..)),(..((((...)))..)),(?????(...)?????),undesignable,0.299,1,['(...(((*)))...)']
(((.(*)).(*))(*)),(((.(...)).(...))(...)),(???(...)??(...)?(...)),undesignable,0.2801,1,['(...(*)..(*).(*))']
(((*)(..(*)).)),(((...)(..(...)).)),(?(...)???(...)???),undesignable,0.3846,1,['(((*)...(*)..))']
(((*)..)((*))),(((...)..)((...))),(?(...)????(...)?),undesignable,0.0979,1,['(.(*)...((*)))']
(((...)((*))).),(((...)((...))).),(???????(...)???),undesignable,6.6152,1,['(......((*))..)']
((((*)..)..)..),((((...)..)..)..),(??(...)????????),undesignable,0.0074,1,['(..(*)........)']
(.((*).(...))),(.((...).(...))),(??(...)???????),undesignable,0.4595,1,['(..(*).......)']
(..((*)..).(*).),(..((...)..).(...).),(???(...)????(...)?),undesignable,0.0012,1,['(...(*)....(*).)']
((.(*)(*).)((*))),((.(...)(...).)((...))),(??(...)(...)???(...)?),undesignable,0.0086,1,['(..(*)(*)...(*).)']
(.(*)(*)((*).(*))),(.(...)(...)((...).(...))),(?(...)(...)?(...)?(...)?),undesignable,0.0038,1,['(.(*)(*).(*).(*).)']
(.((....).)(*)),(.((....).)(...)),(??????????(...)),undesignable,0.4654,1,['(..........(*))']
(((.(*)).)(*)),(((.(...)).)(...)),(???(...)???(...)),undesignable,0.1884,4,"['(...(*)...(*))', '((..(*)..)(*))', '(.(((*).))(*))', '(((.(*).))(*))']"
(((*))(((*))..)),(((...))(((...))..)),(?(...)???(...)????),undesignable,0.5979,1,['(((*)).((*))...)']
(((.(*)(*)).(*))),(((.(...)(...)).(...))),(???(...)(...)??(...)?),undesignable,0.052,1,['(...(*)(*)..(*).)']
((*).(.(....))),((...).(.(....))),((...)??????????),undesignable,0.4932,1,['((*)..........)']
(.(*)((*).(*)).),(.(...)((...).(...)).),(?(...)?(...)?(...)??),undesignable,0.0024,1,['(.(*).(*).(*)..)']
(..(*)(..(*))..),(..(...)(..(...))..),(??(...)???(...)???),undesignable,0.0016,1,['(..(*)...(*)...)']
((...)((*))(*).),((...)((...))(...).),(??????(...)?(...)?),undesignable,0.7406,1,['(.....((*))(*).)']
((.((*)...)).),((.((...)...)).),(???(...)??????),undesignable,0.0209,1,['((..(*)....).)']
(((...)(*).)..),(((...)(...).)..),(??????(...)????),undesignable,0.4559,1,['(......(*)....)']
(((*).(*)..)(*).),(((...).(...)..)(...).),(?(...)?(...)???(...)?),undesignable,0.0026,1,['(.(*).(*)...(*).)']
((.(*).(...)).),((.(...).(...)).),(??(...)????????),undesignable,1.882,1,['(..(*)........)']
(.((*)((*)...))),(.((...)((...)...))),(??(...)?(...)?????),undesignable,0.0467,1,['(..(*).(*).....)']
(((*)(((*))))..),(((...)(((...))))..),(?(...)??(...)?????),undesignable,0.6971,1,['(.(*)(((*)))...)']
((((*)(*))...).),((((...)(...))...).),(??(...)(...)??????),undesignable,0.012,1,['(..(*)(*)......)']
((((*)(*).)).(*)),((((...)(...).)).(...)),(??(...)(...)????(...)),undesignable,0.0087,1,['(..(*)(*)....(*))']
(.((.(*))..)),(.((.(...))..)),(????(...)????),undesignable,0.0078,1,['(....(*)....)']
((..(*).(*))..),((..(...).(...))..),(???(...)?(...)???),undesignable,0.0015,1,['(...(*).(*)...)']
(.(((*)(*))(*)).),(.(((...)(...))(...)).),(???(...)(...)?(...)??),undesignable,0.288,1,['(...(*)(*).(*)..)']
(.(..(*)).(*)),(.(..(...)).(...)),(????(...)??(...)),undesignable,0.0013,1,['(....(*)..(*))']
(((((*)(*))..))),(((((...)(...))..))),(???(...)(...)?????),undesignable,0.5993,1,['(((.(*)(*)...)))']
(((*)..(*).)(*)),(((...)..(...).)(...)),(?(...)??(...)??(...)),undesignable,0.0022,1,['(.(*)..(*)..(*))']
(.((*)(*))(*)...),(.((...)(...))(...)...),(??(...)(...)?(...)???),undesignable,0.0024,1,['(..(*)(*).(*)...)']
(((..(*)).)..),(((..(...)).)..),(????(...)?????),undesignable,0.0076,1,['(....(*).....)']
(.(*)(*)(..(*)).),(.(...)(...)(..(...)).),(?(...)(...)???(...)??),undesignable,0.0018,1,['(.(*)(*)...(*)..)']
((*)(..(*)).(*)),((...)(..(...)).(...)),((...)???(...)??(...)),undesignable,0.0021,1,['((*)...(*)..(*))']
((*).(.((*))(*))),((...).(.((...))(...))),((...)????(...)?(...)?),undesignable,0.0509,1,['((*)....(*).(*).)']
((*)((*)(*))..(*)),((...)((...)(...))..(...)),((...)?(...)(...)???(...)),undesignable,0.0028,1,['((*).(*)(*)...(*))']
((.(...).).(*)),((.(...).).(...)),(??????????(...)),undesignable,1.8853,1,['(..........(*))']
(((*).(*)).((*))),(((...).(...)).((...))),(?(...)?(...)???(...)?),undesignable,0.0711,1,['(.(*).(*)...(*).)']
((*).(..(*)).(*)),((...).(..(...)).(...)),((...)????(...)??(...)),undesignable,0.0014,1,['((*)....(*)..(*))']
(..((*)....)),(..((...)....)),(???(...)?????),undesignable,0.0015,1,['(...(*).....)']
((*)(*)(.(*)...)),((...)(...)(.(...)...)),((...)(...)??(...)????),undesignable,0.034,1,['((*)(*)..(*)....)']
((*)((*)(*)...)),((...)((...)(...)...)),((...)?(...)(...)????),undesignable,0.0024,1,['((*).(*)(*)....)']
(((*)..)(*).),(((...)..)(...).),(?(...)???(...)?),undesignable,0.0022,1,['(.(*)...(*).)']
(((*)((*).))(*)),(((...)((...).))(...)),(?(...)?(...)???(...)),undesignable,0.0729,1,['(.(*).(*)...(*))']
((*)(.(...)).),((...)(.(...)).),((...)?????????),undesignable,0.1191,1,['((*).........)']
(((((*)))..)(*)),(((((...)))..)(...)),(???(...)?????(...)),undesignable,0.626,1,['(.(((*)))...(*))']
((*).(...)(*)),((...).(...)(...)),((...)??????(...)),undesignable,0.0039,1,['((*)......(*))']
(.(.(*)(*))(*)..),(.(.(...)(...))(...)..),(???(...)(...)?(...)??),undesignable,0.0017,1,['(...(*)(*).(*)..)']
((*)(*)(.....)),((...)(...)(.....)),((...)(...)???????),undesignable,0.0016,1,['((*)(*).......)']
((.((*).))(*)(*)),((.((...).))(...)(...)),(???(...)???(...)(...)),undesignable,0.0134,1,['(...(*)...(*)(*))']
(((*))(...)),(((...))(...)),(?(...)??????),undesignable,0.0892,1,['(((*)).....)']
(.(*)(...(*).).),(.(...)(...(...).).),(?(...)????(...)???),undesignable,0.02,1,['(.(*)....(*)...)']
((((*)((*)..)))),((((...)((...)..)))),(??(...)?(...)?????),undesignable,0.698,1,['((((*).(*)...)))']
((*)..((*)(*))(*)),((...)..((...)(...))(...)),((...)???(...)(...)?(...)),undesignable,0.0026,1,['((*)...(*)(*).(*))']
((((*))....)(*)),((((...))....)(...)),(??(...)??????(...)),undesignable,0.0108,1,['(.((*)).....(*))']
((.(.(...)).)),((.(.(...)).)),(????????????),undesignable,1.2623,1,['((.(......).))']
(((*))(.(*).(*))),(((...))(.(...).(...))),(?(...)???(...)?(...)?),undesignable,0.0174,1,['(.(*)...(*).(*).)']
((.(.((*)))).),((.(.((...)))).),(?????(...)????),undesignable,0.3587,10,"['(.....(*)....)', '((((.((*))))))', '((.(.((*))).))', '((...((*)).).)', '(.((.((*)))).)', '(..(.((*)))..)', '((.((((*))))))', '((.(.((*)).)))', '(...(((*)))..)', '(....((*))...)']"
((*).((*)((*)))),((...).((...)((...)))),((...)??(...)?(...)??),undesignable,0.0121,1,['((*)..(*).(*)..)']
(..(((*))...).),(..(((...))...).),(????(...)??????),undesignable,1.5127,1,['(...((*)).....)']
((*)(.(*).((*)))),((...)(.(...).((...)))),((...)??(...)??(...)??),undesignable,0.0482,1,['((*)..(*)..(*)..)']
((.(*))((*)...)),((.(...))((...)...)),(??(...)??(...)????),undesignable,0.0465,1,['(..(*)..(*)....)']
((((*))..(*))..),((((...))..(...))..),(??(...)???(...)???),undesignable,0.4214,1,['(.((*))..(*)...)']
(((*)(*).)..(*)),(((...)(...).)..(...)),(?(...)(...)????(...)),undesignable,0.0028,1,['(.(*)(*)....(*))']
((.((.(*))))..),((.((.(...))))..),(?????(...)?????),undesignable,0.2157,1,['(..((.(*)))...)']
((*)(.(.....))),((...)(.(.....))),((...)??????????),undesignable,0.0076,1,['((*)..........)']
(.(....(*).)..),(.(....(...).)..),(??????(...)????),undesignable,0.3034,1,['(......(*)....)']
(..((*)(*)....)),(..((...)(...)....)),(???(...)(...)?????),undesignable,0.0017,1,['(...(*)(*).....)']
((..(*))(.(*)).),((..(...))(.(...)).),(???(...)???(...)??),undesignable,0.1774,1,['(...(*)...(*)..)']
((*)..(*)(..(*))),((...)..(...)(..(...))),((...)??(...)???(...)?),undesignable,0.0024,1,['((*)..(*)...(*).)']
((*)..(.(*)(*))),((...)..(.(...)(...))),((...)????(...)(...)?),undesignable,0.0018,1,['((*)....(*)(*).)']
((.(*)..(...))),((.(...)..(...))),(??(...)????????),undesignable,7.4712,1,['((.(*).......))']
(((...)(*)).),(((...)(...)).),(??????(...)??),undesignable,0.1107,1,['(......(*)..)']
((*)((*)(...)).),((...)((...)(...)).),((...)?(...)???????),undesignable,0.1264,1,['((*).(*).......)']
((((*)(*)))(*)(*)),((((...)(...)))(...)(...)),(??(...)(...)??(...)(...)),undesignable,0.0203,1,['(..(*)(*)..(*)(*))']
((....(*))((*))),((....(...))((...))),(?????(...)??(...)?),undesignable,0.0515,1,['(.....(*).((*)))']
((.(....(*))).),((.(....(...))).),(???????(...)???),undesignable,1.0857,9,"['(.......(*)...)', '((.(....(*)).))', '(..(....(*))..)', '((.(...((*)))))', '(.((...((*)))))', '(......((*))..)', '((.....((*)).))', '(.((....(*).)))', '(((.....(*))).)']"
(.(*)(*)(.(*)(*))),(.(...)(...)(.(...)(...))),(?(...)(...)??(...)(...)?),undesignable,0.0027,1,['(.(*)(*)..(*)(*).)']
((.(.(*)..))(*)),((.(.(...)..))(...)),(????(...)????(...)),undesignable,0.1826,1,['(....(*)....(*))']
((*).(*)(.....)),((...).(...)(.....)),((...)?(...)???????),undesignable,0.0016,1,['((*).(*).......)']
(...(...(*)(*))),(...(...(...)(...))),(???????(...)(...)?),undesignable,0.0018,1,['(.......(*)(*).)']
(((*))((*).(*))),(((...))((...).(...))),(?(...)??(...)?(...)?),undesignable,0.0186,1,['(.(*)..(*).(*).)']
((((*)(*))).(*)),((((...)(...))).(...)),(??(...)(...)???(...)),undesignable,0.0131,1,['(..(*)(*)...(*))']
(.(.(*)...)),(.(.(...)...)),(???(...)????),undesignable,0.0186,1,['(...(*)....)']
(((...)(...))),(((...)(...))),(????????????),undesignable,1.778,1,['(............)']
(.(*)(((*)..).)),(.(...)(((...)..).)),(?(...)??(...)?????),undesignable,0.0119,1,['(.(*)..(*).....)']
